experiment_accession	experiment_title	organism_name	instrument	submitter	study_accession	study_title	sample_accession	sample_title	total_size_mb	total_runs	total_spots	total_bases	library_name	library_strategy	library_source	library_selection	bioproject	publication_url	publication_doi	publication_title	excluded	exclusion_criteria	oligo_dt_annotated	blood_meal_hour	sex.x	contam	pool_size	tissue.x	source	run_accession	experiment_desc	organism_taxid	library_layout	instrument_model	instrument_model_desc	total_size	run_total_spots	run_total_bases	run_alias	public_filename	public_size	public_date	public_md5	public_version	public_semantic_name	public_supertype	public_sratoolkit	aws_url	aws_free_egress	aws_access_type	public_url	ncbi_url	ncbi_free_egress	ncbi_access_type	gcp_url	gcp_free_egress	gcp_access_type	experiment_alias	isolate	breed	host	isolation_source	collection_date	geo_loc_name	tissue.y	dev_stage	sex.y	biosamplemodel	age	analysis_type	data_type	gssr_id	library_type	lsid	material_type	product_order	product_part_number	project	research_project	root_sample_id	sample_id	work_request	rna isolation method	collection date	strain	specific host	"geographic location (country and/or sea, region)"	analyte type	isolation-source	rna isolation	sample_type	tissue_type	label	id	ena_fastq_http	ena_fastq_http_1	ena_fastq_http_2	ena_fastq_ftp	ena_fastq_ftp_1	ena_fastq_ftp_2
SRX840859	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205940' containing sample 'AAE2-2'	Amblyomma americanum	Illumina HiSeq 2000	BI	SRP052091	Arthropod Cell Line RNA Seq	SRS817536	NA	236.8	2	2722276	413785952	Solexa-205940	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA238782	unknown	unknown	unknown	keep	NA	unknown	NA	unknown	NA	NA	cell_line	unknown	SRR1755902	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205940' containing sample 'AAE2-2'	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	248304602	1357386	206322672	H7A2CADXX131213.1.tagged_559.bam	SRR1755902.sralite	51897406	2020-06-13T03:03:15Z	e3dfa93f701052d566d529137ec339cb	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-6/SRR1755902/SRR1755902.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/755/SRR1755902/SRR1755902.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/755/SRR1755902/SRR1755902.sralite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR1755902/SRR1755902.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Microbe, viral or environmental"	NA	AssemblyWithoutReference	RNA	448005	cDNAShotgunStrandAgnostic	broadinstitute.org:bsp.prod.sample:57M2I	RNA:Total RNA	PDO-2348	P-RNA-0001	G50974	RP-510	SM-49JMW	SM-57M2I	39145	missing	9/14/00	AAE2-2	missing	"Bluegrass Army Depot, KY"	RNA	Embryo	missing	missing	NA	NA	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/002/SRR1755902/SRR1755902_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/002/SRR1755902/SRR1755902_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/002/SRR1755902/SRR1755902_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/002/SRR1755902/SRR1755902_2.fastq.gz
SRX840846	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205939' containing sample 'AAE2-1'	Amblyomma americanum	Illumina HiSeq 2000	BI	SRP052078	Arthropod Cell Line RNA Seq	SRS817523	NA	153.59	1	1754536	266689472	Solexa-205939	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA238781	unknown	unknown	unknown	keep	NA	unknown	NA	unknown	NA	NA	cell_line	unknown	SRR1755723	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205939' containing sample 'AAE2-1'	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	161051553	1754536	266689472	H7A21ADXX131215.2.tagged_851.bam	SRR1755723.sralite	67034032	2021-06-16T07:23:04Z	002493f31eb990a5b09335297ea97398	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-8/SRR1755723/SRR1755723.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/755/SRR1755723/SRR1755723.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/755/SRR1755723/SRR1755723.sralite.1	worldwide	anonymous	gs://sra-pub-zq-3/SRR1755723/SRR1755723.noqual.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Microbe, viral or environmental"	NA	AssemblyWithoutReference	RNA	448004	cDNAShotgunStrandAgnostic	broadinstitute.org:bsp.prod.sample:57M2H	RNA:Total RNA	PDO-2348	P-RNA-0001	G50973	RP-510	SM-49JMV	SM-57M2H	39145	missing	9/14/00	AAE2-1	missing	"Bluegrass Army Depot, KY"	RNA	Embryo	missing	missing	NA	NA	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/003/SRR1755723/SRR1755723_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/003/SRR1755723/SRR1755723_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/003/SRR1755723/SRR1755723_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/003/SRR1755723/SRR1755723_2.fastq.gz
SRX828834	Salivary gland transcriptome of adult female Amblyomma americanum ticks fed for 7-11 days	Amblyomma americanum	Illumina HiSeq 2000	NIAID	SRP051699	Amblyomma americanum adult female salivary gland transcriptome	SRS807811	NA	5299.53	1	44443612	8888722400	AmbamSG7-11d	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA218793	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0131292	https://doi.org/10.1371/journal.pone.0131292	"An Insight into the Sialome of the Lone Star Tick, Amblyomma americanum, with a Glimpse on Its Time Dependent Gene Expression"	keep	NA	not_mentioned	168;192;216;264	female	sheep	4	salivary_gland	Oklahoma State University	SRR1740611	Salivary gland transcriptome of adult female Amblyomma americanum ticks fed for 7-11 days	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	5556956330	44443612	8888722400	AmbamSG7-11d	SRR1740611.sralite	2313221221	2020-06-23T08:08:26Z	5dd76789df1e30cd4b63f28bd0273519	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-6/SRR1740611/SRR1740611.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/740/SRR1740611/SRR1740611.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/740/SRR1740611/SRR1740611.sralite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR1740611/SRR1740611.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	adult	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	missing	NA	NA	NA	NA	NA	NA	salivary gland	NA	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/001/SRR1740611/SRR1740611_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/001/SRR1740611/SRR1740611_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/001/SRR1740611/SRR1740611_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/001/SRR1740611/SRR1740611_2.fastq.gz
SRX828833	Salivary gland transcriptome of adult female Amblyomma americanum ticks fed for 72-144 hours	Amblyomma americanum	Illumina HiSeq 2000	NIAID	SRP051699	Amblyomma americanum adult female salivary gland transcriptome	SRS807811	NA	5911.39	1	49791091	9958218200	AmbamSG72-144h	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA218793	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0131292	https://doi.org/10.1371/journal.pone.0131292	"An Insight into the Sialome of the Lone Star Tick, Amblyomma americanum, with a Glimpse on Its Time Dependent Gene Expression"	keep	NA	not_mentioned	72;120;144	female	sheep	3	salivary_gland	Oklahoma State University	SRR1740609	Salivary gland transcriptome of adult female Amblyomma americanum ticks fed for 72-144 hours	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	6198543755	49791091	9958218200	AmbamSG72-144h	SRR1740609.sralite	2589915909	2021-06-15T07:53:49Z	6ee3e9efdabfeb97329cadd350237e3f	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-8/SRR1740609/SRR1740609.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/740/SRR1740609/SRR1740609.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/740/SRR1740609/SRR1740609.sralite.1	worldwide	anonymous	gs://sra-pub-zq-3/SRR1740609/SRR1740609.noqual.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	adult	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	missing	NA	NA	NA	NA	NA	NA	salivary gland	NA	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/009/SRR1740609/SRR1740609_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/009/SRR1740609/SRR1740609_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/009/SRR1740609/SRR1740609_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/009/SRR1740609/SRR1740609_2.fastq.gz
SRX828831	Salivary gland transcriptome of adult female Amblyomma americanum ticks fed for 12-48 hours	Amblyomma americanum	Illumina HiSeq 2000	NIAID	SRP051699	Amblyomma americanum adult female salivary gland transcriptome	SRS807811	NA	3070.24	1	25095072	5019014400	AmbameSG12-18h	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA218793	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0131292	https://doi.org/10.1371/journal.pone.0131292	"An Insight into the Sialome of the Lone Star Tick, Amblyomma americanum, with a Glimpse on Its Time Dependent Gene Expression"	keep	NA	not_mentioned	12;18;24;36;48	female	sheep	5	salivary_gland	Oklahoma State University	SRR1740608	Salivary gland transcriptome of adult female Amblyomma americanum ticks fed for 12-48 hours	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	3219380080	25095072	5019014400	AmbameSG12-18h	SRR1740608.sralite	1310203595	2020-06-21T22:42:47Z	01b0f4dbcff61a7461e6b3e5f89f8427	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-3/SRR1740608/SRR1740608.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/740/SRR1740608/SRR1740608.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/740/SRR1740608/SRR1740608.sralite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR1740608/SRR1740608.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	adult	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	missing	NA	NA	NA	NA	NA	NA	salivary gland	NA	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/008/SRR1740608/SRR1740608_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/008/SRR1740608/SRR1740608_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/008/SRR1740608/SRR1740608_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/008/SRR1740608/SRR1740608_2.fastq.gz
SRX828830	Salivary glands transcriptome of unfed adult female Amblyomma americanum ticks	Amblyomma americanum	Illumina HiSeq 2000	NIAID	SRP051699	Amblyomma americanum adult female salivary gland transcriptome	SRS807811	NA	6122.63	1	53124914	10624982800	AmbamSGunfed	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA218793	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0131292	https://doi.org/10.1371/journal.pone.0131292	"An Insight into the Sialome of the Lone Star Tick, Amblyomma americanum, with a Glimpse on Its Time Dependent Gene Expression"	keep	NA	not_mentioned	0	female	sheep	unknown	salivary_gland	Oklahoma State University	SRR1740607	Salivary glands transcriptome of unfed adult female Amblyomma americanum ticks	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	6420046706	53124914	10624982800	AmbamSGunfed	SRR1740607.sralite	2762243321	2021-06-16T10:23:20Z	5304a65ae723d641e0e486abb8dba4d7	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-8/SRR1740607/SRR1740607.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/740/SRR1740607/SRR1740607.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/740/SRR1740607/SRR1740607.sralite.1	worldwide	anonymous	gs://sra-pub-zq-4/SRR1740607/SRR1740607.noqual.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	adult	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	missing	NA	NA	NA	NA	NA	NA	salivary gland	NA	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/007/SRR1740607/SRR1740607_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/007/SRR1740607/SRR1740607_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/007/SRR1740607/SRR1740607_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/007/SRR1740607/SRR1740607_2.fastq.gz
SRX375284	24h fed female biopanned	Amblyomma americanum	Illumina HiSeq 2000	Texas A&M University	SRP032795	Amblyomma americanum strain:Stillwater Oklahoma Transcriptome or Gene expression	SRS500536	NA	155.75	1	1281069	240840972	BP19	RNA-Seq	TRANSCRIPTOMIC	size fractionation	PRJNA226980	https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2080-1; https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-15-518	https://doi.org/10.1186/s13071-017-2080-1; https://doi.org/10.1186/1471-2164-15-518	A repertoire of protease inhibitor families in Amblyomma americanum and other tick species: inter-species; A 24-48 h fed Amblyomma americanum tick saliva immuno-proteome  comparative analyses	exclude	biopanned and potential phage contamination	NA	NA	female	rabbit; phage	10	NA	"Texas A&M, Oklahoma State University"	SRR1027770	24h fed female biopanned	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	163312705	1281069	240840972	BP19	SRR1027770.sralite	63628819	2020-06-23T17:02:04Z	906a84ecb9df5e11e7f82e2350e76776	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-1/SRR1027770/SRR1027770.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027770/SRR1027770.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027770/SRR1027770.sralite.1	worldwide	anonymous	gs://sra-pub-zq-5/SRR1027770/SRR1027770.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole tick	BP19	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/000/SRR1027770/SRR1027770_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/000/SRR1027770/SRR1027770_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/000/SRR1027770/SRR1027770_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/000/SRR1027770/SRR1027770_2.fastq.gz
SRX375282	Fed males biopanned	Amblyomma americanum	Illumina HiSeq 2000	Texas A&M University	SRP032795	Amblyomma americanum strain:Stillwater Oklahoma Transcriptome or Gene expression	SRS500534	NA	58.29	1	480407	90316516	BP18	RNA-Seq	TRANSCRIPTOMIC	size fractionation	PRJNA226980	https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2080-1; https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-15-518	https://doi.org/10.1186/s13071-017-2080-1; https://doi.org/10.1186/1471-2164-15-518	A repertoire of protease inhibitor families in Amblyomma americanum and other tick species: inter-species; A 24-48 h fed Amblyomma americanum tick saliva immuno-proteome  comparative analyses	exclude	biopanned and potential phage contamination	NA	NA	female	rabbit; phage	10	NA	"Texas A&M, Oklahoma State University"	SRR1027769	Fed males biopanned	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	61117608	480407	90316516	BP18	SRR1027769.sralite	23987120	2020-06-23T17:01:39Z	10725b6318a031db244ba57829701109	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR1027769/SRR1027769.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027769/SRR1027769.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027769/SRR1027769.sralite.1	worldwide	anonymous	gs://sra-pub-zq-6/SRR1027769/SRR1027769.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole tick	BP18	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/009/SRR1027769/SRR1027769_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/009/SRR1027769/SRR1027769_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/009/SRR1027769/SRR1027769_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/009/SRR1027769/SRR1027769_2.fastq.gz
SRX375276	Fed males biopanned repeat	Amblyomma americanum	Illumina HiSeq 2000	Texas A&M University	SRP032795	Amblyomma americanum strain:Stillwater Oklahoma Transcriptome or Gene expression	SRS500528	NA	131.22	1	1079301	202908588	BP16	RNA-Seq	TRANSCRIPTOMIC	size fractionation	PRJNA226980	https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2080-1; https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-15-518	https://doi.org/10.1186/s13071-017-2080-1; https://doi.org/10.1186/1471-2164-15-518	A repertoire of protease inhibitor families in Amblyomma americanum and other tick species: inter-species; A 24-48 h fed Amblyomma americanum tick saliva immuno-proteome  comparative analyses	exclude	biopanned and potential phage contamination	NA	NA	male	rabbit; phage	10	NA	"Texas A&M, Oklahoma State University"	SRR1027768	Fed males biopanned repeat	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	137590371	1079301	202908588	BP16	SRR1027768.sralite	53644310	2020-06-23T17:02:10Z	19254cd3b9007928dc20197b35e69492	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR1027768/SRR1027768.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027768/SRR1027768.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027768/SRR1027768.sralite.1	worldwide	anonymous	gs://sra-pub-zq-6/SRR1027768/SRR1027768.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole tick	BP16	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/008/SRR1027768/SRR1027768_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/008/SRR1027768/SRR1027768_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/008/SRR1027768/SRR1027768_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/008/SRR1027768/SRR1027768_2.fastq.gz
SRX375275	Fed males biopanned	Amblyomma americanum	Illumina HiSeq 2000	Texas A&M University	SRP032795	Amblyomma americanum strain:Stillwater Oklahoma Transcriptome or Gene expression	SRS500527	NA	133.61	1	1088576	204652288	BP15	RNA-Seq	TRANSCRIPTOMIC	size fractionation	PRJNA226980	https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2080-1; https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-15-518	https://doi.org/10.1186/s13071-017-2080-1; https://doi.org/10.1186/1471-2164-15-518	A repertoire of protease inhibitor families in Amblyomma americanum and other tick species: inter-species; A 24-48 h fed Amblyomma americanum tick saliva immuno-proteome  comparative analyses	exclude	biopanned and potential phage contamination	NA	NA	male	rabbit; phage	10	NA	"Texas A&M, Oklahoma State University"	SRR1027767	Fed males biopanned	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	140101418	1088576	204652288	BP15	SRR1027767.sralite	54103770	2020-06-22T08:10:42Z	c24861f0e5f8f9b2f1eb20d455a1062e	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR1027767/SRR1027767.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027767/SRR1027767.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027767/SRR1027767.sralite.1	worldwide	anonymous	gs://sra-pub-zq-6/SRR1027767/SRR1027767.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole tick	BP15	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/007/SRR1027767/SRR1027767_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/007/SRR1027767/SRR1027767_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/007/SRR1027767/SRR1027767_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/007/SRR1027767/SRR1027767_2.fastq.gz
SRX375274	4 day fed females biopanned	Amblyomma americanum	Illumina HiSeq 2000	Texas A&M University	SRP032795	Amblyomma americanum strain:Stillwater Oklahoma Transcriptome or Gene expression	SRS500526	NA	81.71	1	664983	125016804	BP14	RNA-Seq	TRANSCRIPTOMIC	size fractionation	PRJNA226980	https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2080-1; https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-15-518	https://doi.org/10.1186/s13071-017-2080-1; https://doi.org/10.1186/1471-2164-15-518	A repertoire of protease inhibitor families in Amblyomma americanum and other tick species: inter-species; A 24-48 h fed Amblyomma americanum tick saliva immuno-proteome  comparative analyses	exclude	biopanned and potential phage contamination	NA	NA	female	rabbit; phage	10	NA	"Texas A&M, Oklahoma State University"	SRR1027766	4 day fed females biopanned	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	85680990	664983	125016804	BP14	SRR1027766.sralite	33136104	2020-06-22T08:10:39Z	b410f72eba8611abb97e9ff88c07fcce	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR1027766/SRR1027766.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027766/SRR1027766.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027766/SRR1027766.sralite.1	worldwide	anonymous	gs://sra-pub-zq-6/SRR1027766/SRR1027766.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole tick	BP14	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/006/SRR1027766/SRR1027766_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/006/SRR1027766/SRR1027766_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/006/SRR1027766/SRR1027766_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/006/SRR1027766/SRR1027766_2.fastq.gz
SRX375264	4 day fed female biopanned	Amblyomma americanum	Illumina HiSeq 2000	Texas A&M University	SRP032795	Amblyomma americanum strain:Stillwater Oklahoma Transcriptome or Gene expression	SRS500516	NA	166.37	1	1376841	258846108	BP13	RNA-Seq	TRANSCRIPTOMIC	size fractionation	PRJNA226980	https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2080-1; https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-15-518	https://doi.org/10.1186/s13071-017-2080-1; https://doi.org/10.1186/1471-2164-15-518	A repertoire of protease inhibitor families in Amblyomma americanum and other tick species: inter-species; A 24-48 h fed Amblyomma americanum tick saliva immuno-proteome  comparative analyses	exclude	biopanned and potential phage contamination	NA	NA	female	rabbit; phage	10	NA	"Texas A&M, Oklahoma State University"	SRR1027765	4 day fed female biopanned	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	174446851	1376841	258846108	BP13	SRR1027765.sralite	68361556	2020-06-22T08:10:37Z	0c536f94a34a381762671b3ef470abfd	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR1027765/SRR1027765.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027765/SRR1027765.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027765/SRR1027765.sralite.1	worldwide	anonymous	gs://sra-pub-zq-6/SRR1027765/SRR1027765.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole tick	BP13	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/005/SRR1027765/SRR1027765_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/005/SRR1027765/SRR1027765_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/005/SRR1027765/SRR1027765_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/005/SRR1027765/SRR1027765_2.fastq.gz
